mint,lon,lat
tyndaris,15.044148,38.14375
tyras,30.350539,46.200948
tyre,35.1949382,33.2737132
tyrrheni,13.696,37.987
ulia,-4.698889,37.648657
ulm,9.9833333333333,48.4
uman,30.214650842780685,48.749557151886144
umm_al-qurrah,39.82563,21.42664
umm_durman,32.47773,15.64453
unna,7.6888888888889,51.534722222222
untikesken,3.108503,42.132111
uranopolis,23.934807,40.363569
urso,-5.10278,37.236984
utica,10.061128,37.054967
utrecht,5.12222,52.09083
uxentum,18.161389,39.927222
uzkand,73.30068,40.76994
valentia,-0.366667,39.483333
velia,15.154444,40.159444
venice,12.33265,45.43713
ventipo,-4.759548,37.29389
venusia,15.818321,40.961051
verbe,30.266414,37.239357
verden,9.2305555555556,52.921111111111
verulamium,-0.354941,51.746303
vetulonia,10.971171,42.859446
vibo_valentia,16.097648,38.675581
vienna,16.37208,48.20849
viminacium,21.166605,44.716471
vindobona,16.370278,48.210833
volaterrae,10.861106,43.401431
volcei,15.379029,40.633914
volsinii,11.986114,42.644852
vulci,11.628128,42.419129
walilah,-5.55703,34.0737
wasit,45.7521,32.60241
weimar,11.316666666667,50.983333333333
werl,7.92,51.55
west_point,-74.05,41.366667
wetzlar,8.5,50.566666666667
wittenberge,11.75,53.0
woerth_am_main,9.1575,49.796389
wolfenbuettel,10.536944444444,52.162222222222
worms,8.3652777777778,49.631944444444
wuerzburg,9.9294444444444,49.794444444444
xanten,6.4538888888889,51.662222222222
xanthus,29.327378,36.362742
yale,-72.92655,41.31115
yazd,54.3675,31.89722
zacynthus,20.9,37.783333
zancle,15.556634,38.192251
zanjibar,39.19793,-6.16394
zankle,15.556634,38.192251
zaragossa,-5.96537,41.46899
zaranj,61.86037,30.95962
zela,35.899707,40.309234
zeleia,27.5972,40.203584
zellerfeld,10.341389,51.814722
zephyrium,34.638066,36.808642
zeugma,37.048025,37.876849
zilis,-5.912359,35.51418
zone,25.755818,40.848568
zons,6.842778,51.121944
